pname,trial_number,correlation,image_name,novelty
participant_rsv129es.mat,360,-0.00166986886469345,187_fractal.jpg,Novel
participant_rsv145es.mat,360,-0.000426759454824353,029_random.jpg,Repeated
participant_rsv147es.mat,360,0.0006693808690907,139_outdoornatural.jpg,Novel
